Company,Agency,Seniority,Rating Code,Market,Rating,Rating Date,Watch Code,Watch Eff Date,Outlook,Outlook Eff Date,Rating Endorsement,Affirmation Date
Novartis AG,Fitch,Backed Senior Unsecured,FBU,Foreign,AA **,2013-12-10,--,,--,,EUR,2016-03-22
Novartis AG,Egan-Jones,Senior Unsecured,EJU,Foreign,NR,2024-11-12,--,,--,,--,
Novartis AG,Egan-Jones,Senior Unsecured,EJU,Foreign,AA-,2022-10-05,,,,,,
Novartis AG,Egan-Jones,Senior Unsecured,EJU,Foreign,A+,2018-07-02,,,,,,
Novartis AG,Egan-Jones,Senior Unsecured,EJU,Foreign,AA-,2016-04-25,,,,,,
Novartis AG,Egan-Jones,Senior Unsecured,EJU,Domestic,NR,2024-11-12,--,,--,,--,
Novartis AG,Egan-Jones,Senior Unsecured,EJU,Domestic,AA-,2022-07-19,,,,,,
Novartis AG,Egan-Jones,Senior Unsecured,EJU,Domestic,A+,2018-07-02,,,,,,
Novartis AG,Egan-Jones,Senior Unsecured,EJU,Domestic,AA-,2016-02-11,,,,,,
Novartis AG,Egan-Jones,Commercial Paper,EJC,Foreign,NR,2024-11-12,--,,--,,--,
Novartis AG,Egan-Jones,Commercial Paper,EJC,Foreign,A1+,2016-04-25,,,,,,
Novartis AG,Egan-Jones,Commercial Paper,EJC,Domestic,NR,2024-11-12,--,,--,,--,
Novartis AG,Egan-Jones,Commercial Paper,EJC,Domestic,A1+,2016-02-11,,,,,,
Novartis AG,Dominion Bond Rating Service (DBRS),Long-term Issuer,DIS,Foreign,AA (low) **,2023-12-12,--,,--,,EUE,2024-12-12
Novartis AG,Dominion Bond Rating Service (DBRS),Long-term Issuer,DIS,Domestic,AA (low) **,2023-12-12,--,,Stb,2025-12-11,EUE,2025-12-11
Novo Nordisk A/S,S&P,Senior Unsecured,SSU,Foreign,AA,2026-06-01,--,,--,,EURUKE,
Novo Nordisk A/S,S&P,Long-term Issuer Rating,SPI,Foreign,AA,2025-05-19,--,,STABLE,2025-05-19,EURUKE,
Novo Nordisk A/S,S&P,Long-term Issuer Rating,SPI,Domestic,AA,2025-05-19,--,,STABLE,2025-05-19,EURUKE,
Novo Nordisk A/S,S&P,Short-term Issuer Credit Rating,SIS,Foreign,A-1+,2013-06-19,--,,--,,EURUKE,2025-05-19
Novo Nordisk A/S,S&P,Short-term Issuer Credit Rating,SIS,Domestic,A-1+,2013-06-19,--,,--,,EURUKE,2025-05-19
Novo Nordisk A/S,S&P,Commercial Paper,SCP,Foreign,A-1+,2022-11-22,--,,--,,EUEUKR,2025-06-24
Novo Nordisk A/S,Moody's,Short-term Issuer Rating,MSS,Foreign,P-1,2004-04-29,--,,--,,EURUKE,2025-01-22
Novo Nordisk A/S,Moody's,Short-term Issuer Rating,MSS,Domestic,P-1,2004-04-29,--,,--,,--,2021-05-27
Novo Nordisk A/S,Moody's,Most Recent Short-term Rating,MRS,Foreign,P-1,2025-01-22,--,,STA,2025-01-21,EURUKE,
Novo Nordisk A/S,Moody's,Long-term Issuer Rating,MIS,Foreign,Aa3,2025-01-22,--,,--,,EURUKE,
Novo Nordisk A/S,Moody's,Long-term Issuer Rating,MIS,Foreign,A1,2012-12-05,,,,,,
Novo Nordisk A/S,Moody's,Long-term Issuer Rating,MIS,Foreign,A2,2004-04-29,,,,,,
Novo Nordisk A/S,Moody's,Long-term Issuer Rating,MIS,Domestic,A2,2004-04-29,--,,--,,--,2021-05-27
Novo Nordisk A/S,Moody's,Derived Long-term Issuer Rating,MDL,Foreign,Aa3,2025-01-22,--,,STA,2025-01-21,EURUKE,
Novo Nordisk A/S,Moody's,Commercial Paper,MCP,Foreign,P-1,2025-06-20,--,,--,,EURUKE,
Novozymes A/S,S&P,Senior Unsecured,SSU,Foreign,A-,2026-03-12,--,,--,,EUEUKR,
Novozymes A/S,S&P,Long-term Issuer Rating,SPI,Foreign,A-,2026-03-10,--,,STABLE,2026-03-10,EUEUKR,
Novozymes A/S,S&P,Long-term Issuer Rating,SPI,Domestic,A-,2026-03-10,--,,STABLE,2026-03-10,EUEUKR,
Obrascon Huarte Lain SA,Moody's,Senior Unsecured,MSU,Foreign,WR,2013-05-26,--,,--,,--,
Obrascon Huarte Lain SA,Moody's,Senior Unsecured,MSU,Foreign,Ba2,2010-09-21,,,,,,
Obrascon Huarte Lain SA,Moody's,Senior Unsecured,MSU,Foreign,Ba1,2009-09-14,,,,,,
Obrascon Huarte Lain SA,Moody's,Senior Unsecured,MSU,Foreign,Baa3,2008-03-14,,,,,,
Obrascon Huarte Lain SA,Moody's,Senior Unsecured,MSU,Domestic,WR,2021-07-06,--,,--,,EURUKE,
Obrascon Huarte Lain SA,Moody's,Senior Unsecured,MSU,Domestic,Caa3,2020-08-14,,,,,,
Obrascon Huarte Lain SA,Moody's,Senior Unsecured,MSU,Domestic,Caa1,2018-11-16,,,,,,
Obrascon Huarte Lain SA,Moody's,Senior Unsecured,MSU,Domestic,B3,2017-12-01,,,,,,
Obrascon Huarte Lain SA,Moody's,Senior Unsecured,MSU,Domestic,Caa1,2016-11-16,,,,,,
Obrascon Huarte Lain SA,Moody's,Senior Unsecured,MSU,Domestic,B3,2016-08-03,,,,,,
Obrascon Huarte Lain SA,Moody's,Senior Unsecured,MSU,Domestic,B2,2016-03-08,,,,,,
Obrascon Huarte Lain SA,Moody's,Senior Unsecured,MSU,Domestic,B1,2014-11-19,,,,,,
Obrascon Huarte Lain SA,Moody's,Senior Unsecured,MSU,Domestic,Ba3,2013-10-16,,,,,,
Obrascon Huarte Lain SA,Moody's,Senior Unsecured,MSU,Domestic,Ba2,2010-09-21,,,,,,
Obrascon Huarte Lain SA,Moody's,Probability of Default Rating,MPD,Foreign,WR,2025-10-21,--,,--,,EURUKE,
Obrascon Huarte Lain SA,Moody's,Probability of Default Rating,MPD,Foreign,Caa1-PD,2025-06-20,,,,,,
Obrascon Huarte Lain SA,Moody's,Probability of Default Rating,MPD,Foreign,B3-PD,2025-03-12,,,,,,
Obrascon Huarte Lain SA,Moody's,Probability of Default Rating,MPD,Foreign,Caa2-PD,2024-09-24,,,,,,
Obrascon Huarte Lain SA,Moody's,Probability of Default Rating,MPD,Foreign,Caa1-PD,2024-06-28,,,,,,
Obrascon Huarte Lain SA,Moody's,Probability of Default Rating,MPD,Foreign,B3-PD,2022-03-08,,,,,,
Obrascon Huarte Lain SA,Moody's,Probability of Default Rating,MPD,Foreign,Caa1-PD,2021-07-06,,,,,,
Obrascon Huarte Lain SA,Moody's,Probability of Default Rating,MPD,Foreign,Ca-PD,2021-01-26,,,,,,
Obrascon Huarte Lain SA,Moody's,Probability of Default Rating,MPD,Foreign,Caa2-PD,2020-08-14,,,,,,
Obrascon Huarte Lain SA,Moody's,Probability of Default Rating,MPD,Foreign,Caa1-PD,2018-11-16,,,,,,
Obrascon Huarte Lain SA,Moody's,Probability of Default Rating,MPD,Foreign,B3-PD,2017-12-01,,,,,,
Obrascon Huarte Lain SA,Moody's,Probability of Default Rating,MPD,Foreign,Caa1-PD,2016-11-16,,,,,,
Obrascon Huarte Lain SA,Moody's,Probability of Default Rating,MPD,Foreign,B3-PD,2016-08-03,,,,,,
Obrascon Huarte Lain SA,Moody's,Probability of Default Rating,MPD,Foreign,B2-PD,2016-03-08,,,,,,
Obrascon Huarte Lain SA,Moody's,Probability of Default Rating,MPD,Foreign,B1-PD,2014-11-19,,,,,,
Obrascon Huarte Lain SA,Moody's,Probability of Default Rating,MPD,Foreign,Ba3-PD,2013-10-16,,,,,,
Obrascon Huarte Lain SA,Moody's,Probability of Default Rating,MPD,Foreign,Ba2-PD,2010-09-21,,,,,,
Obrascon Huarte Lain SA,Moody's,Probability of Default Rating,MPD,Foreign,Ba1,2009-09-15,,,,,,
Obrascon Huarte Lain SA,Moody's,Probability of Default Rating,MPD,Domestic,WR,2025-10-21,--,,--,,EURUKE,
Obrascon Huarte Lain SA,Moody's,Probability of Default Rating,MPD,Domestic,Caa1-PD,2025-06-20,,,,,,
Obrascon Huarte Lain SA,Moody's,Probability of Default Rating,MPD,Domestic,B3-PD,2025-03-12,,,,,,
Obrascon Huarte Lain SA,Moody's,Probability of Default Rating,MPD,Domestic,Caa2-PD,2024-09-24,,,,,,
Obrascon Huarte Lain SA,Moody's,Probability of Default Rating,MPD,Domestic,Caa1-PD,2024-06-28,,,,,,
Obrascon Huarte Lain SA,Moody's,Probability of Default Rating,MPD,Domestic,B3-PD,2022-03-08,,,,,,
Obrascon Huarte Lain SA,Moody's,Probability of Default Rating,MPD,Domestic,Caa1-PD,2021-07-06,,,,,,
Obrascon Huarte Lain SA,Moody's,Probability of Default Rating,MPD,Domestic,Ca-PD,2021-01-26,,,,,,
Obrascon Huarte Lain SA,Moody's,Probability of Default Rating,MPD,Domestic,Caa2-PD,2020-08-14,,,,,,
Obrascon Huarte Lain SA,Moody's,Probability of Default Rating,MPD,Domestic,Caa1-PD,2018-11-16,,,,,,
Obrascon Huarte Lain SA,Moody's,Probability of Default Rating,MPD,Domestic,B3-PD,2017-12-01,,,,,,
Obrascon Huarte Lain SA,Moody's,Probability of Default Rating,MPD,Domestic,Caa1-PD,2016-11-16,,,,,,
Obrascon Huarte Lain SA,Moody's,Probability of Default Rating,MPD,Domestic,B3-PD,2016-08-03,,,,,,
Obrascon Huarte Lain SA,Moody's,Probability of Default Rating,MPD,Domestic,B2-PD,2016-03-08,,,,,,
Obrascon Huarte Lain SA,Moody's,Probability of Default Rating,MPD,Domestic,B1-PD,2014-11-19,,,,,,
Obrascon Huarte Lain SA,Moody's,Probability of Default Rating,MPD,Domestic,Ba3-PD,2013-10-16,,,,,,
Obrascon Huarte Lain SA,Moody's,Probability of Default Rating,MPD,Domestic,Ba2-PD,2010-09-21,,,,,,
Obrascon Huarte Lain SA,Moody's,Probability of Default Rating,MPD,Domestic,Ba1,2009-09-15,,,,,,
Obrascon Huarte Lain SA,Moody's,Long-term Issuer Rating,MIS,Foreign,WR,2009-09-15,--,,--,,--,
Obrascon Huarte Lain SA,Moody's,Long-term Issuer Rating,MIS,Foreign,Ba1,2009-09-14,,,,,,
Obrascon Huarte Lain SA,Moody's,Long-term Issuer Rating,MIS,Foreign,Baa3,2001-05-31,,,,,,
Obrascon Huarte Lain SA,Moody's,Long-term Issuer Rating,MIS,Domestic,WR,2009-09-15,--,,--,,--,
Obrascon Huarte Lain SA,Moody's,Long-term Issuer Rating,MIS,Domestic,Ba1,2009-09-14,,,,,,
Obrascon Huarte Lain SA,Moody's,Long-term Issuer Rating,MIS,Domestic,Baa3,2001-05-31,,,,,,
Obrascon Huarte Lain SA,Moody's,LGD Senior Unsecured,MGU,Domestic,WR **,2021-07-06,--,,--,,--,
Obrascon Huarte Lain SA,Moody's,LGD Senior Unsecured,MGU,Domestic,LGD3 - 43%,2021-01-26,,,,,,
Obrascon Huarte Lain SA,Moody's,LGD Senior Unsecured,MGU,Domestic,LGD5 - 87%,2020-08-14,,,,,,
Obrascon Huarte Lain SA,Moody's,LGD Senior Unsecured,MGU,Domestic,LGD4 - 50%,2015-10-09,,,,,,
Obrascon Huarte Lain SA,Moody's,Corporate Family Rating,MCF,Foreign,WR,2025-10-21,--,,--,,EURUKE,
Obrascon Huarte Lain SA,Moody's,Corporate Family Rating,MCF,Foreign,Caa1,2025-06-20,,,,,,
Obrascon Huarte Lain SA,Moody's,Corporate Family Rating,MCF,Foreign,B3,2025-03-12,,,,,,
Obrascon Huarte Lain SA,Moody's,Corporate Family Rating,MCF,Foreign,Caa2,2024-09-24,,,,,,
Obrascon Huarte Lain SA,Moody's,Corporate Family Rating,MCF,Foreign,Caa1,2024-06-28,,,,,,
Obrascon Huarte Lain SA,Moody's,Corporate Family Rating,MCF,Foreign,B3,2022-03-08,,,,,,
Obrascon Huarte Lain SA,Moody's,Corporate Family Rating,MCF,Foreign,Caa1,2021-07-06,,,,,,
Obrascon Huarte Lain SA,Moody's,Corporate Family Rating,MCF,Foreign,Caa2,2020-08-14,,,,,,
Obrascon Huarte Lain SA,Moody's,Corporate Family Rating,MCF,Foreign,Caa1,2018-11-16,,,,,,
Obrascon Huarte Lain SA,Moody's,Corporate Family Rating,MCF,Foreign,B3,2017-12-01,,,,,,
Obrascon Huarte Lain SA,Moody's,Corporate Family Rating,MCF,Foreign,Caa1,2016-11-16,,,,,,
Obrascon Huarte Lain SA,Moody's,Corporate Family Rating,MCF,Foreign,B3,2016-08-03,,,,,,
Obrascon Huarte Lain SA,Moody's,Corporate Family Rating,MCF,Foreign,B2,2016-03-08,,,,,,
Obrascon Huarte Lain SA,Moody's,Corporate Family Rating,MCF,Foreign,B1,2014-11-19,,,,,,
Obrascon Huarte Lain SA,Moody's,Corporate Family Rating,MCF,Foreign,Ba3,2013-10-16,,,,,,
Obrascon Huarte Lain SA,Moody's,Corporate Family Rating,MCF,Foreign,Ba2,2010-09-21,,,,,,
Obrascon Huarte Lain SA,Moody's,Corporate Family Rating,MCF,Foreign,Ba1,2009-09-15,,,,,,
Obrascon Huarte Lain SA,Fitch,Senior Unsecured,FSU,Foreign,WD,2020-03-15,--,,--,,--,
Obrascon Huarte Lain SA,Fitch,Senior Unsecured,FSU,Foreign,BB-,2009-08-27,,,,,,
Obrascon Huarte Lain SA,Fitch,Senior Unsecured,FSU,Foreign,BB+,2009-03-16,,,,,,
Obrascon Huarte Lain SA,Fitch,Senior Unsecured,FSU,Foreign,BBB-,2007-05-11,,,,,,
Obrascon Huarte Lain SA,Fitch,Senior Unsecured,FSU,Domestic,C,2021-01-25,--,,--,,--,2021-06-30
Obrascon Huarte Lain SA,Fitch,Senior Unsecured,FSU,Domestic,CC,2020-07-16,,,,,,
Obrascon Huarte Lain SA,Fitch,Senior Unsecured,FSU,Domestic,CCC+,2019-10-10,,,,,,
Obrascon Huarte Lain SA,Fitch,Senior Unsecured,FSU,Domestic,B+,2016-11-28,,,,,,
Obrascon Huarte Lain SA,Fitch,Senior Unsecured,FSU,Domestic,BB-,2015-06-01,,,,,,
Obrascon Huarte Lain SA,Fitch,Senior Unsecured,FSU,Domestic,WD,2015-01-06,,,,,,
Obrascon Huarte Lain SA,Fitch,Senior Unsecured,FSU,Domestic,BB-,2013-12-23,,,,,,
Obrascon Huarte Lain SA,Fitch,Short-term Issuer Rating,FSS,Foreign,WD,2009-03-16,--,,--,,--,
Obrascon Huarte Lain SA,Fitch,Short-term Issuer Rating,FSS,Foreign,F3,2003-05-21,,,,,,
Obrascon Huarte Lain SA,Fitch,Long-term Issuer Rating,FIS,Foreign,WD,2006-10-05,--,,--,,--,
Obrascon Huarte Lain SA,Fitch,Long-term Issuer Rating,FIS,Foreign,BBB-,2005-11-23,,,,,,
Obrascon Huarte Lain SA,Fitch,Long-term Issuer Rating,FIS,Foreign,BBB,2003-05-21,,,,,,
Obrascon Huarte Lain SA,Fitch,Short-term Issuer Default Rating,FDS,Foreign,WD,2021-09-16,--,,--,,EURUKE,
Obrascon Huarte Lain SA,Fitch,Short-term Issuer Default Rating,FDS,Foreign,RD,2021-06-30,,,,,,
Obrascon Huarte Lain SA,Fitch,Short-term Issuer Default Rating,FDS,Foreign,C,2018-12-30,,,,,,
Obrascon Huarte Lain SA,Fitch,Short-term Issuer Default Rating,FDS,Foreign,B,2008-12-28,,,,,,
Obrascon Huarte Lain SA,Fitch,Short-term Issuer Default Rating,FDS,Foreign,F3,2000-12-31,,,,,,
Obrascon Huarte Lain SA,Fitch,Long-term Issuer Default Rating,FDL,Foreign,B-,2025-10-06,--,,Sta,2026-02-12,EURUKE,2026-02-12
Obrascon Huarte Lain SA,Fitch,Long-term Issuer Default Rating,FDL,Foreign,WD,2021-09-16,,,,,,
Obrascon Huarte Lain SA,Fitch,Long-term Issuer Default Rating,FDL,Foreign,RD,2021-06-30,,,,,,
Obrascon Huarte Lain SA,Fitch,Long-term Issuer Default Rating,FDL,Foreign,C,2021-01-25,,,,,,
Obrascon Huarte Lain SA,Fitch,Long-term Issuer Default Rating,FDL,Foreign,CC,2019-12-29,,,,,,
Obrascon Huarte Lain SA,Fitch,Long-term Issuer Default Rating,FDL,Foreign,CCC+,2018-12-30,,,,,,
Obrascon Huarte Lain SA,Fitch,Long-term Issuer Default Rating,FDL,Foreign,B+,2015-12-27,,,,,,
Obrascon Huarte Lain SA,Fitch,Long-term Issuer Default Rating,FDL,Foreign,BB-,2009-08-27,,,,,,
Obrascon Huarte Lain SA,Fitch,Long-term Issuer Default Rating,FDL,Foreign,BB+,2009-03-16,,,,,,
Obrascon Huarte Lain SA,Fitch,Long-term Issuer Default Rating,FDL,Foreign,BBB-,2005-11-23,,,,,,
Obrascon Huarte Lain SA,Fitch,Long-term Issuer Default Rating,FDL,Foreign,BBB,2000-12-31,,,,,,
Ocado Group PLC,Moody's,Probability of Default Rating,MPD,Foreign,B2-PD,2022-07-25,--,,--,,EUEUKR,2023-10-16
Ocado Group PLC,Moody's,Probability of Default Rating,MPD,Foreign,B1-PD,2021-09-27,,,,,,
Ocado Group PLC,Moody's,Probability of Default Rating,MPD,Foreign,B2-PD,2020-03-25,,,,,,
Ocado Group PLC,Moody's,Probability of Default Rating,MPD,Foreign,Ba3-PD,2017-06-12,,,,,,
Ocado Group PLC,Moody's,Probability of Default Rating,MPD,Domestic,B2-PD,2022-07-25,--,,--,,EUEUKR,2023-10-16
Ocado Group PLC,Moody's,Probability of Default Rating,MPD,Domestic,B1-PD,2021-09-27,,,,,,
Ocado Group PLC,Moody's,Probability of Default Rating,MPD,Domestic,B2-PD,2020-03-25,,,,,,
Ocado Group PLC,Moody's,Probability of Default Rating,MPD,Domestic,Ba3-PD,2017-06-12,,,,,,
Ocado Group PLC,Moody's,LGD BACKED Senior Unsecured,MGT,Foreign,LGD4 - 65% **,2024-07-30,--,,--,,--,
Ocado Group PLC,Moody's,LGD BACKED Senior Unsecured,MGT,Domestic,LGD4 - 65% **,2021-09-27,--,,--,,--,2024-07-30
Ocado Group PLC,Moody's,Derived Long-term Issuer Rating,MDL,Foreign,B3,2023-10-16,--,,STA,2023-10-16,EUEUKR,
Ocado Group PLC,Moody's,Derived Long-term Issuer Rating,MDL,Domestic,B3,2023-10-16,--,,STA,2023-10-16,EUEUKR,
Ocado Group PLC,Moody's,Corporate Family Rating,MCF,Foreign,B3,2022-07-25,--,,--,,EUEUKR,2023-10-16
Ocado Group PLC,Moody's,Corporate Family Rating,MCF,Foreign,B2,2020-03-25,,,,,,
Ocado Group PLC,Moody's,Corporate Family Rating,MCF,Foreign,Ba3,2017-06-12,,,,,,
Ocado Group PLC,Moody's,Corporate Family Rating,MCF,Domestic,B3,2022-07-25,--,,--,,EUEUKR,2023-10-16
Ocado Group PLC,Moody's,Corporate Family Rating,MCF,Domestic,B2,2020-03-25,,,,,,
Ocado Group PLC,Moody's,Corporate Family Rating,MCF,Domestic,Ba3,2017-06-12,,,,,,
Ocado Group PLC,Moody's,Backed Senior Unsecured,MBU,Foreign,B3,2024-07-30,--,,--,,EUEUKR,
Ocado Group PLC,Moody's,Backed Senior Unsecured,MBU,Domestic,B3,2022-07-25,--,,--,,EUEUKR,2024-07-30
Ocado Group PLC,Moody's,Backed Senior Unsecured,MBU,Domestic,B2,2021-09-27,,,,,,
Ocado Group PLC,Fitch,Senior Unsecured,FSU,Domestic,B-,2024-05-14,--,,--,,EUEUKR,2026-05-07
Ocado Group PLC,Fitch,Senior Unsecured,FSU,Domestic,B+,2022-06-20,,,,,,
Ocado Group PLC,Fitch,Senior Unsecured,FSU,Domestic,BB-,2021-10-08,,,,,,
Ocado Group PLC,Fitch,Senior Secured,FSE,Domestic,WD,2021-10-28,--,,--,,EUEUKR,
Ocado Group PLC,Fitch,Senior Secured,FSE,Domestic,BB+,2020-12-02,,,,,,
Ocado Group PLC,Fitch,Senior Secured,FSE,Domestic,BB,2017-06-30,,,,,,
Ocado Group PLC,Fitch,Long-term Issuer Default Rating,FDL,Foreign,B-,2024-05-14,--,,Sta,2026-05-07,EUEUKR,2026-05-07
Ocado Group PLC,Fitch,Long-term Issuer Default Rating,FDL,Foreign,B+,2019-12-06,,,,,,
Ocado Group PLC,Fitch,Long-term Issuer Default Rating,FDL,Foreign,BB-,2017-06-12,,,,,,
Oeresundsbro Konsortiet I/S,S&P,Senior Unsecured,SSU,Foreign,AA+,2020-10-14,--,,--,,EURUKE,
Oeresundsbro Konsortiet I/S,S&P,Senior Unsecured,SSU,Foreign,NR,2014-09-29,,,,,,
Oeresundsbro Konsortiet I/S,S&P,Senior Unsecured,SSU,Foreign,AAA,1995-12-21,,,,,,
Oeresundsbro Konsortiet I/S,S&P,Senior Unsecured,SSU,Domestic,NR,2018-06-29,--,,--,,--,
Oeresundsbro Konsortiet I/S,S&P,Senior Unsecured,SSU,Domestic,AAA,2013-06-20,,,,,,
Oeresundsbro Konsortiet I/S,S&P,Long-term Issuer Rating,SPI,Foreign,AA+,2020-06-29,--,,STABLE,2020-06-29,EURUKE,
Oeresundsbro Konsortiet I/S,S&P,Long-term Issuer Rating,SPI,Domestic,AA+,2020-06-29,--,,STABLE,2020-06-29,EURUKE,
Oeresundsbro Konsortiet I/S,S&P,Long-term Senior Unsecured MTN Rating,SMU,Foreign,AAA **,1995-12-21,--,,--,,EURUKE,2026-02-06
Oeresundsbro Konsortiet I/S,S&P,Long-term Senior Unsecured MTN Rating,SMU,Domestic,AAA **,1995-12-21,--,,--,,EURUKE,2026-05-08
Officine Maccaferri SpA,Moody's,Senior Unsecured,MSU,Domestic,WR,2020-09-24,--,,--,,EUR,
Officine Maccaferri SpA,Moody's,Senior Unsecured,MSU,Domestic,C,2020-04-09,,,,,,
Officine Maccaferri SpA,Moody's,Senior Unsecured,MSU,Domestic,Ca,2020-01-07,,,,,,
Officine Maccaferri SpA,Moody's,Senior Unsecured,MSU,Domestic,Caa3,2019-12-06,,,,,,
Officine Maccaferri SpA,Moody's,Senior Unsecured,MSU,Domestic,Caa1,2019-08-05,,,,,,
Officine Maccaferri SpA,Moody's,Senior Unsecured,MSU,Domestic,B3,2016-08-10,,,,,,
Officine Maccaferri SpA,Moody's,Senior Unsecured,MSU,Domestic,B2,2014-08-25,,,,,,
Officine Maccaferri SpA,Moody's,Probability of Default Rating,MPD,Foreign,WR,2020-09-24,--,,--,,EUR,
Officine Maccaferri SpA,Moody's,Probability of Default Rating,MPD,Foreign,Ca-PD,2020-01-07,,,,,,
Officine Maccaferri SpA,Moody's,Probability of Default Rating,MPD,Foreign,Caa3-PD,2019-12-06,,,,,,
Officine Maccaferri SpA,Moody's,Probability of Default Rating,MPD,Foreign,B3-PD,2019-08-05,,,,,,
Officine Maccaferri SpA,Moody's,Probability of Default Rating,MPD,Foreign,B2-PD,2016-08-10,,,,,,
Officine Maccaferri SpA,Moody's,Probability of Default Rating,MPD,Foreign,B1-PD,2014-05-27,,,,,,
Officine Maccaferri SpA,Moody's,Probability of Default Rating,MPD,Domestic,WR,2020-09-24,--,,--,,EUR,
Officine Maccaferri SpA,Moody's,Probability of Default Rating,MPD,Domestic,Ca-PD,2020-01-07,,,,,,
Officine Maccaferri SpA,Moody's,Probability of Default Rating,MPD,Domestic,Caa3-PD,2019-12-06,,,,,,
Officine Maccaferri SpA,Moody's,Probability of Default Rating,MPD,Domestic,B3-PD,2019-08-05,,,,,,
Officine Maccaferri SpA,Moody's,Probability of Default Rating,MPD,Domestic,B2-PD,2016-08-10,,,,,,
Officine Maccaferri SpA,Moody's,Probability of Default Rating,MPD,Domestic,B1-PD,2014-05-27,,,,,,
Officine Maccaferri SpA,Moody's,LGD Senior Unsecured,MGU,Domestic,WR **,2020-09-24,--,,--,,--,
Officine Maccaferri SpA,Moody's,LGD Senior Unsecured,MGU,Domestic,LGD5 - 70%,2020-04-09,,,,,,
Officine Maccaferri SpA,Moody's,LGD Senior Unsecured,MGU,Domestic,LGD4 - 51%,2019-12-06,,,,,,
Officine Maccaferri SpA,Moody's,LGD Senior Unsecured,MGU,Domestic,LGD5 - 75%,2018-04-24,,,,,,
Officine Maccaferri SpA,Moody's,LGD Senior Unsecured,MGU,Domestic,LGD5 - 71%,2017-07-26,,,,,,
Officine Maccaferri SpA,Moody's,LGD Senior Unsecured,MGU,Domestic,LGD5 - 70%,2016-08-10,,,,,,
Officine Maccaferri SpA,Moody's,LGD Senior Unsecured,MGU,Domestic,LGD5 - 71%,2016-05-25,,,,,,
Officine Maccaferri SpA,Moody's,LGD Senior Unsecured,MGU,Domestic,LGD4 - 65%,2014-05-27,,,,,,
Officine Maccaferri SpA,Moody's,Corporate Family Rating,MCF,Foreign,WR,2020-09-24,--,,--,,EUR,
Officine Maccaferri SpA,Moody's,Corporate Family Rating,MCF,Foreign,Ca,2020-01-07,,,,,,
Officine Maccaferri SpA,Moody's,Corporate Family Rating,MCF,Foreign,Caa3,2019-12-06,,,,,,
Officine Maccaferri SpA,Moody's,Corporate Family Rating,MCF,Foreign,Caa1,2019-08-05,,,,,,
Officine Maccaferri SpA,Moody's,Corporate Family Rating,MCF,Foreign,B3,2016-08-10,,,,,,
Officine Maccaferri SpA,Moody's,Corporate Family Rating,MCF,Foreign,B2,2014-05-27,,,,,,
Officine Maccaferri SpA,Moody's,Corporate Family Rating,MCF,Domestic,WR,2020-09-24,--,,--,,EUR,
Officine Maccaferri SpA,Moody's,Corporate Family Rating,MCF,Domestic,Ca,2020-01-07,,,,,,
Officine Maccaferri SpA,Moody's,Corporate Family Rating,MCF,Domestic,Caa3,2019-12-06,,,,,,
Officine Maccaferri SpA,Moody's,Corporate Family Rating,MCF,Domestic,Caa1,2019-08-05,,,,,,
Officine Maccaferri SpA,Moody's,Corporate Family Rating,MCF,Domestic,B3,2016-08-10,,,,,,
Officine Maccaferri SpA,Moody's,Corporate Family Rating,MCF,Domestic,B2,2014-05-27,,,,,,
Officine Maccaferri SpA,Fitch,Senior Unsecured,FSU,Domestic,WD,2021-05-07,--,,--,,--,
Officine Maccaferri SpA,Fitch,Senior Unsecured,FSU,Domestic,C,2019-12-12,,,,,,
Officine Maccaferri SpA,Fitch,Senior Unsecured,FSU,Domestic,B-,2017-06-07,,,,,,
Officine Maccaferri SpA,Fitch,Senior Unsecured,FSU,Domestic,B,2014-06-20,,,,,,
Officine Maccaferri SpA,Fitch,Long-term Issuer Default Rating,FDL,Foreign,WD,2021-05-07,--,,--,,--,
Officine Maccaferri SpA,Fitch,Long-term Issuer Default Rating,FDL,Foreign,RD,2020-01-29,,,,,,
Officine Maccaferri SpA,Fitch,Long-term Issuer Default Rating,FDL,Foreign,C,2019-12-12,,,,,,
Officine Maccaferri SpA,Fitch,Long-term Issuer Default Rating,FDL,Foreign,B-,2017-06-07,,,,,,
Officine Maccaferri SpA,Fitch,Long-term Issuer Default Rating,FDL,Foreign,B,2014-06-20,,,,,,
Officine Maccaferri SpA,Fitch,Long-term Issuer Default Rating,FDL,Foreign,B(EXP),2014-05-27,,,,,,
OI European Group BV,S&P,Senior Unsecured,SSU,Foreign,BB-,2022-09-06,--,,--,,EUEUKE,
OI European Group BV,S&P,Senior Unsecured,SSU,Foreign,B+,2020-04-17,,,,,,
OI European Group BV,S&P,Senior Unsecured,SSU,Foreign,BB-,2019-10-29,,,,,,
OI European Group BV,S&P,Senior Unsecured,SSU,Foreign,BB,2015-09-02,,,,,,
OI European Group BV,S&P,Senior Unsecured,SSU,Foreign,BB+,2010-02-17,,,,,,
OI European Group BV,S&P,Senior Unsecured,SSU,Domestic,NR,2022-01-18,--,,--,,--,
OI European Group BV,S&P,Senior Unsecured,SSU,Domestic,B+,2020-04-17,,,,,,
OI European Group BV,S&P,Senior Unsecured,SSU,Domestic,BB-,2019-10-29,,,,,,
OI European Group BV,S&P,Senior Unsecured,SSU,Domestic,BB,2017-12-05,,,,,,
